,add-bookmark.txt,add-delete-ptoolbar-bookmark.txt,copy-paste-items.txt,create-bookmark.txt,create-delete-separator.txt,create-folder.txt,custom-keywords.txt,cut-undo-redo-items.txt,delete-bookmark.txt,delete-folder.txt,delete-multiple-bookmarks.txt,edit-properties.txt,file-bookmark.txt,paste-into-folder.txt,rename-bookmark.txt,reorder-hierarchy.txt,reorder-item.txt,resize-columns.txt,save-state.txt,self-drop.txt,show-hide-columns.txt,show-hide-folder.txt,sort-columns.txt,surf-all-bookmarks.txt,surf-bookmark.txt,view-bookmarks.txt,view-properties.txt
edit-properties.txt,0.1017463694092291,0.0842706458370317,0.060848009407495574,0.06340507210466617,0.0716635499325401,0.05012026521829516,0.03461904859093401,0.06002515392771057,0.06925414483144221,0.051823859317615684,0.04224237330976899,0.0,0.07689132728854708,0.07877141891983896,0.04135808295465626,0.07441094602745058,0.06519294514641838,0.07409071843134463,0.07418153991082466,0.07994052414998942,0.07990981870770275,0.09601461596920746,0.15893956075362425,0.10635520608636428,0.03966919879859232,0.06511494167682241,0.03103068398933695
file-bookmark.txt,0.048001727825899176,0.025379074150008063,0.030738016719610628,0.0180035826749122,0.013974355856380627,0.029982662814930228,0.05265459476653589,0.020207391416087184,0.04241035206668575,0.03690998206230134,0.02531555283765463,0.07689132728854708,0.0,0.037473931039106456,0.02140337930171543,0.014194241273798425,0.018383153163497812,0.03969540153716444,0.02682171653438048,0.04856661630405901,0.03801362872745406,0.040677168910485006,0.1377239893186336,0.030867359215879242,0.04910777141639122,0.0213791947710974,0.04069775548199195
paste-into-folder.txt,0.10079455815562965,0.0674538890204398,0.017035532654643082,0.03291482427644088,0.04092801666463397,0.027181786104346295,0.07296196933162369,0.03230466866515069,0.08578025897739872,0.03991502407481451,0.045281935152414965,0.07877141891983896,0.037473931039106456,0.0,0.025477823242793907,0.03977721710575044,0.03583496783406237,0.035643808457943016,0.044520548506361335,0.07247038004190609,0.026178428102221485,0.02770766927157675,0.15632451001717296,0.06417427268129294,0.07198117079377764,0.048430874011703096,0.03255711027064778
rename-bookmark.txt,0.06401127335554169,0.043362655852680065,0.019603993282570453,0.015657839818064345,0.024862171295371716,0.02487066265621607,0.0353999018044,0.015076079043846446,0.05098721663196082,0.030649029682277118,0.02035592070620551,0.04135808295465626,0.02140337930171543,0.025477823242793907,0.0,0.023583533875909612,0.020446563592047107,0.02959197528208468,0.02557053303740031,0.04662496449696352,0.0315501743275971,0.0416013073330892,0.14566325420072102,0.04346897923523141,0.034466860542267996,0.030714307916861694,0.019629375415335826
reorder-hierarchy.txt,0.06716436432822381,0.035345471180245,0.034579926645918135,0.015866580466448177,0.019544590017096186,0.03148665492836622,0.06360478781633139,0.023538804497666876,0.05655623231430573,0.03651463579786529,0.03200243284892834,0.07441094602745058,0.014194241273798425,0.03977721710575044,0.023583533875909612,0.0,0.005379477285642031,0.035695733493854354,0.018925772058149604,0.03647583394960219,0.04893490078124019,0.037629876674063145,0.1530634594089354,0.03642853991439432,0.05661972004839133,0.030056856099814677,0.046199981857717676
reorder-item.txt,0.06403972652508383,0.03667770045189789,0.026945213803319712,0.01766671450174595,0.019593053425504325,0.024436624392259132,0.049613660359050016,0.022119808898520166,0.05242783950574603,0.03411272926816833,0.02721683178533163,0.06519294514641838,0.018383153163497812,0.03583496783406237,0.020446563592047107,0.005379477285642031,0.0,0.028230171076530475,0.01900866832243797,0.03900353497710174,0.04288161935414658,0.03727924374203573,0.1480172199113451,0.035558848882045746,0.049514793743565155,0.029906371004246646,0.03571382036888471
resize-columns.txt,0.09285419801430084,0.05896957283828319,0.027897848950621973,0.03833133697490354,0.035138831874569454,0.041576997747338806,0.0540148759252278,0.03573769189248166,0.08288192877286515,0.052313635278121606,0.04958106657484984,0.07409071843134463,0.03969540153716444,0.035643808457943016,0.02959197528208468,0.035695733493854354,0.028230171076530475,0.0,0.04150642002033944,0.07040310387374005,0.030093494668345988,0.03543598938204584,0.12590002165984104,0.055554513672707584,0.06779597543154936,0.05598312544561812,0.039982906133833485
save-state.txt,0.06645837048310699,0.02889103242240676,0.04017011570964191,0.018842551708059596,0.026803858298528715,0.031968539582067024,0.05589647601231784,0.0267345107649426,0.060036610122319756,0.04728010052211484,0.0295797572859543,0.07418153991082466,0.02682171653438048,0.044520548506361335,0.02557053303740031,0.018925772058149604,0.01900866832243797,0.04150642002033944,0.0,0.042159520835835185,0.06157228706918916,0.045766816745736794,0.17463527900947895,0.027190468540127744,0.043982220414516715,0.03329371999872177,0.04878306714163139
self-drop.txt,0.0810108113359953,0.04963721207102301,0.07993014604454951,0.05267587824319142,0.04816444096918715,0.04716050149351447,0.06811409553943504,0.0505774874180569,0.06583272510679661,0.0380355901106213,0.05280208318679447,0.07994052414998942,0.04856661630405901,0.07247038004190609,0.04662496449696352,0.03647583394960219,0.03900353497710174,0.07040310387374005,0.042159520835835185,0.0,0.07296654066639052,0.06485865000623336,0.1840537522336424,0.06028884388581379,0.06630884100497447,0.046673328265384395,0.06509221469080462
show-hide-columns.txt,0.09311558641359663,0.07056497055206579,0.029147131253471015,0.03877189065301656,0.03446462289896024,0.04008427546993276,0.07057835284228009,0.02960689486022061,0.07457634291347748,0.03893511765445645,0.044680538613442455,0.07990981870770275,0.03801362872745406,0.026178428102221485,0.0315501743275971,0.04893490078124019,0.04288161935414658,0.030093494668345988,0.06157228706918916,0.07296654066639052,0.0,0.040411026726877575,0.15072325380285245,0.06890378405591091,0.07643689628569417,0.05633379246678705,0.03198772767249636
show-hide-folder.txt,0.11646083893311288,0.0678235882353706,0.04241375625433286,0.04633623178456614,0.03983562837374377,0.03712075367496814,0.08658065877761956,0.04922336269036376,0.09726101236260709,0.0336962527932082,0.06194808788021744,0.09601461596920746,0.040677168910485006,0.02770766927157675,0.0416013073330892,0.037629876674063145,0.03727924374203573,0.03543598938204584,0.045766816745736794,0.06485865000623336,0.040411026726877575,0.0,0.13419573464396106,0.07759124473784396,0.0850205956822051,0.057291189837322176,0.054087352543938594
sort-columns.txt,0.14578975349880563,0.14790508845286565,0.13823596423432805,0.1501533358689433,0.13826301957569054,0.14802179456828457,0.1341367813909824,0.15832901399929422,0.13446754632458313,0.14498500402599246,0.14004829645056427,0.15893956075362425,0.1377239893186336,0.15632451001717296,0.14566325420072102,0.1530634594089354,0.1480172199113451,0.12590002165984104,0.17463527900947895,0.1840537522336424,0.15072325380285245,0.13419573464396106,0.0,0.19201585850576042,0.1430426527555403,0.151418952745484,0.13967208657398444
surf-all-bookmarks.txt,0.06542742708065974,0.03248604738640182,0.05509090250350135,0.035019042760490615,0.03467822790680575,0.047033317845418754,0.06596107708712429,0.032830476268526754,0.06968047310265535,0.07182515410097046,0.04209272080627402,0.10635520608636428,0.030867359215879242,0.06417427268129294,0.04346897923523141,0.03642853991439432,0.035558848882045746,0.055554513672707584,0.027190468540127744,0.06028884388581379,0.06890378405591091,0.07759124473784396,0.19201585850576042,0.0,0.06318375586960856,0.0423933481884714,0.07052728762740224
surf-bookmark.txt,0.0483875993852686,0.04006627078719449,0.04767262458916288,0.044105240810571766,0.041743832416477056,0.036208943892107825,0.020588975012910904,0.04051027334649504,0.03272651266508986,0.050174302572750795,0.01675784322135343,0.03966919879859232,0.04910777141639122,0.07198117079377764,0.034466860542267996,0.05661972004839133,0.049514793743565155,0.06779597543154936,0.043982220414516715,0.06630884100497447,0.07643689628569417,0.0850205956822051,0.1430426527555403,0.06318375586960856,0.0,0.027302329011704263,0.03565733720762321
view-bookmarks.txt,0.04484011178793901,0.0200264289925578,0.03705979934293524,0.030635630307754735,0.02731960185794391,0.021952226868174662,0.039122249788223984,0.03179231442306818,0.03569684429260167,0.04150003751061926,0.019419881362906177,0.06511494167682241,0.0213791947710974,0.048430874011703096,0.030714307916861694,0.030056856099814677,0.029906371004246646,0.05598312544561812,0.03329371999872177,0.046673328265384395,0.05633379246678705,0.057291189837322176,0.151418952745484,0.0423933481884714,0.027302329011704263,0.0,0.03878207267888334
view-properties.txt,0.07994839654589347,0.061577439500355435,0.020327861817430848,0.03378604214141678,0.035464225957899,0.0214364342086224,0.03225633923814786,0.026727435182948733,0.05372378094538399,0.03296464195569615,0.02527397307526802,0.03103068398933695,0.04069775548199195,0.03255711027064778,0.019629375415335826,0.046199981857717676,0.03571382036888471,0.039982906133833485,0.04878306714163139,0.06509221469080462,0.03198772767249636,0.054087352543938594,0.13967208657398444,0.07052728762740224,0.03565733720762321,0.03878207267888334,0.0
