Version,TotalSeconds
Gson10,377.907
Gson11,385.121
Gson12,372.979
Gson13,373.705
Gson14,444.005
Gson15,357.543
Gson16,304.310
Gson17,192.397
Gson18,192.073
Gson1,203.356
Gson2,174.499
Gson3,177.303
Gson4,181.220
Gson5,196.036
Gson6,185.728
Gson7,186.759
Gson8,192.562
Gson9,356.624
