Version,TotalSeconds
Gson10,194.098
Gson11,189.400
Gson12,191.290
Gson13,194.157
Gson14,201.964
Gson15,207.876
Gson16,214.151
Gson17,216.301
Gson18,206.875
Gson1,107.177
Gson2,171.430
Gson3,174.562
Gson4,185.167
Gson5,190.444
Gson6,192.732
Gson7,197.254
Gson8,211.654
Gson9,202.976
