Version,TotalSeconds
JxPath10,67.218
JxPath11,105.090
JxPath12,106.826
JxPath13,106.720
JxPath14,104.369
JxPath15,102.606
JxPath16,103.224
JxPath17,103.445
JxPath18,102.895
JxPath19,110.786
JxPath1,47.053
JxPath20,112.963
JxPath21,115.949
JxPath22,114.753
JxPath2,89.518
JxPath3,93.321
JxPath4,95.687
JxPath5,97.022
JxPath6,98.582
JxPath7,98.822
JxPath8,101.786
JxPath9,100.849
