Version,TotalSeconds
JxPath10,42.051
JxPath11,40.379
JxPath12,48.250
JxPath13,47.959
JxPath14,47.966
JxPath15,47.436
JxPath16,48.013
JxPath17,48.270
JxPath18,47.197
JxPath19,48.091
JxPath1,38.575
JxPath20,50.292
JxPath21,50.462
JxPath22,48.459
JxPath2,40.812
JxPath3,37.194
JxPath4,40.580
JxPath5,45.176
JxPath6,44.011
JxPath7,44.087
JxPath8,45.185
JxPath9,42.789
